METADATA
VIDEO_FPS,60
TORSION RESULTS
Frame Index,Frame Time,Torsion [deg],Pupil Center Column,Pupil Center Row,Pupil Radius [pixels]
124,2.0666666666666664,-0.50000000000139266,207.58360290527344,178.80506896972656,107.93733596801758
125,2.0833333333333335,-0.50000000000139266,207.72073364257812,178.3897247314453,108.12348175048828
126,2.1,-0.7000000000013813,207.6727294921875,178.579833984375,108.23950576782227
127,2.1166666666666667,-0.80000000000137561,208.1171112060547,179.02809143066406,108.4529037475586
128,2.1333333333333333,-0.80000000000137561,207.937744140625,178.66415405273438,108.22414779663086
129,2.15,-0.60000000000138698,207.98129272460938,178.38772583007812,108.22481155395508
130,2.1666666666666665,-0.7000000000013813,208.3776397705078,178.6057891845703,108.41337203979492
131,2.183333333333333,-0.7000000000013813,208.26963806152344,178.86117553710938,108.32361602783203
132,2.2,-0.7000000000013813,208.50051879882812,178.8131866455078,108.40488052368164
133,2.216666666666667,-0.80000000000137561,208.6640167236328,179.0653533935547,108.647705078125
134,2.2333333333333334,-0.7000000000013813,208.36801147460938,178.57241821289062,108.24929428100586
135,2.25,-0.80000000000137561,208.7478790283203,178.64295959472656,108.63560104370117
136,2.2666666666666666,-0.7000000000013813,208.15277099609375,178.16629028320312,108.26916122436523
137,2.283333333333333,-0.90000000000136993,208.74838256835938,178.3506317138672,108.6615104675293
138,2.3,-0.7000000000013813,208.36781311035156,177.66062927246094,108.17333602905273
139,2.3166666666666664,-0.7000000000013813,208.68667602539062,177.5479278564453,108.35926818847656
140,2.3333333333333335,-0.7000000000013813,208.6820526123047,177.34402465820312,108.20476150512695
141,2.35,-0.80000000000137561,208.85272216796875,177.35655212402344,108.29391479492188
142,2.3666666666666667,-0.80000000000137561,208.86305236816406,177.27606201171875,108.28389739990234
143,2.3833333333333333,-0.7000000000013813,208.91763305664062,177.1923828125,108.28442001342773
144,2.4,-0.80000000000137561,209.04852294921875,177.27601623535156,108.25061416625977
145,2.4166666666666665,-0.90000000000136993,209.1190948486328,177.11180114746094,108.31551742553711
146,2.433333333333333,-0.90000000000136993,208.74635314941406,176.91110229492188,108.13419342041016
147,2.45,-0.90000000000136993,209.33460998535156,176.70843505859375,108.44974517822266
148,2.466666666666667,-0.80000000000137561,208.87615966796875,176.59933471679688,108.25540161132812
149,2.4833333333333334,-0.90000000000136993,209.2217254638672,176.6865234375,108.48170852661133
150,2.5,-1.0000000000013642,208.97677612304688,176.7884063720703,108.16366958618164
151,2.5166666666666666,-1.0000000000013642,209.4735107421875,177.0232391357422,108.55351257324219
152,2.533333333333333,-1.1000000000013586,209.25694274902344,177.1459503173828,108.61529541015625
153,2.55,-1.0000000000013642,209.2700653076172,176.76589965820312,108.38497924804688
154,2.5666666666666664,-1.1000000000013586,209.68894958496094,177.03677368164062,108.63638305664062
155,2.5833333333333335,-1.0000000000013642,209.24595642089844,176.71990966796875,108.29523468017578
156,2.6,-0.90000000000136993,209.2143096923828,176.2917022705078,108.15831756591797
157,2.6166666666666667,-0.90000000000136993,209.27281188964844,176.3667755126953,108.2591781616211
158,2.6333333333333333,-1.0000000000013642,209.39085388183594,176.5170440673828,108.18200302124023
159,2.65,-1.0000000000013642,209.21694946289062,176.46173095703125,108.14165496826172
160,2.6666666666666665,-0.80000000000137561,209.28663635253906,176.2483673095703,108.23655700683594
161,2.683333333333333,-0.90000000000136993,209.29867553710938,176.34036254882812,108.17074966430664
162,2.7,-0.90000000000136993,209.30519104003906,176.39263916015625,108.1509780883789
163,2.716666666666667,-1.2000000000013529,209.3531951904297,176.71893310546875,108.40389633178711
164,2.7333333333333334,-1.1000000000013586,209.07516479492188,176.39683532714844,108.10501480102539
165,2.75,-1.0000000000013642,209.4553680419922,176.2360382080078,108.1782455444336
166,2.7666666666666666,-1.3000000000013472,209.56072998046875,176.95184326171875,108.51509475708008
167,2.783333333333333,-1.1000000000013586,209.66497802734375,176.50238037109375,108.3509407043457
168,2.8,-1.0000000000013642,209.6188201904297,176.5933380126953,108.10268783569336
169,2.8166666666666664,-1.0000000000013642,209.7923583984375,176.62750244140625,108.29264831542969
170,2.8333333333333335,-1.0000000000013642,209.90586853027344,176.6627960205078,108.23165130615234
171,2.85,-1.1000000000013586,209.86370849609375,176.61610412597656,108.1015625
172,2.8666666666666667,-1.1000000000013586,210.29022216796875,176.7074432373047,108.37844467163086
173,2.8833333333333333,-1.1000000000013586,209.7926788330078,176.77322387695312,108.05123138427734
174,2.9,-1.1000000000013586,209.95785522460938,176.606201171875,108.13722229003906
175,2.9166666666666665,-1.2000000000013529,210.54185485839844,177.09051513671875,108.4714584350586
176,2.933333333333333,-1.3000000000013472,210.61233520507812,177.01522827148438,108.42433166503906
177,2.95,-1.2000000000013529,210.18580627441406,176.71942138671875,108.13679122924805
178,2.966666666666667,-1.1000000000013586,210.51519775390625,176.7122802734375,108.28657150268555
179,2.9833333333333334,-0.80000000000137561,206.1370391845703,178.47779846191406,108.38611602783203
180,3.0,-0.60000000000138698,207.54299926757812,179.31214904785156,108.41042709350586
181,3.0166666666666666,-0.50000000000139266,207.2784881591797,178.83168029785156,108.15138626098633
182,3.033333333333333,-0.7000000000013813,207.60227966308594,179.1461944580078,108.39371871948242
183,3.05,-0.60000000000138698,207.5868377685547,178.92422485351562,108.18545913696289
184,3.0666666666666664,-0.60000000000138698,207.85641479492188,178.57899475097656,108.3155517578125
185,3.0833333333333335,-0.90000000000136993,207.9169464111328,178.67733764648438,108.35464859008789
186,3.1,-0.90000000000136993,207.78126525878906,178.65354919433594,108.38969039916992
187,3.1166666666666667,-0.80000000000137561,207.7949981689453,178.4712371826172,108.4486083984375
188,3.1333333333333333,-0.80000000000137561,208.1209259033203,178.55718994140625,108.47526550292969
189,3.15,-0.80000000000137561,207.9564208984375,178.60580444335938,108.2574348449707
190,3.1666666666666665,-0.90000000000136993,208.28196716308594,178.8485870361328,108.46152114868164
191,3.183333333333333,-0.90000000000136993,208.6510772705078,178.90647888183594,108.55623245239258
192,3.2,-1.0000000000013642,209.04653930664062,179.23219299316406,108.6507453918457
193,3.216666666666667,-1.0000000000013642,208.95176696777344,179.38412475585938,108.51736831665039
194,3.2333333333333334,-1.0000000000013642,208.8717803955078,179.39625549316406,108.53893280029297
195,3.25,-1.0000000000013642,209.4076385498047,179.5553741455078,108.7414779663086
196,3.2666666666666666,-1.1000000000013586,209.32159423828125,179.754150390625,108.74068832397461
197,3.283333333333333,-1.1000000000013586,209.30210876464844,179.52651977539062,108.66596603393555
198,3.3,-1.1000000000013586,209.5880126953125,179.17581176757812,108.83897018432617
199,3.3166666666666664,-1.0000000000013642,209.25669860839844,178.76358032226562,108.47784042358398
200,3.3333333333333335,-1.1000000000013586,209.32904052734375,178.9751739501953,108.67815780639648
201,3.35,-1.1000000000013586,209.3889617919922,178.9562530517578,108.71586227416992
202,3.3666666666666667,-1.2000000000013529,209.63552856445312,179.2512969970703,108.92001724243164
203,3.3833333333333333,-1.2000000000013529,209.8341064453125,179.30491638183594,108.88063430786133
204,3.4,-1.2000000000013529,209.81204223632812,179.14756774902344,108.90765762329102
205,3.4166666666666665,-1.1000000000013586,209.67750549316406,178.79014587402344,108.57688903808594
206,3.433333333333333,-1.1000000000013586,209.80735778808594,178.710205078125,108.59839248657227
207,3.4499999999999997,-1.1000000000013586,209.94859313964844,178.8223876953125,108.58732223510742
208,3.466666666666667,-1.2000000000013529,210.26109313964844,179.07199096679688,108.70367050170898
209,3.4833333333333334,-1.3000000000013472,210.4378204345703,179.46380615234375,108.85315322875977
210,3.5,-1.2000000000013529,210.36302185058594,179.3080291748047,108.62190246582031
211,3.5166666666666666,-1.2000000000013529,210.90785217285156,179.30043029785156,108.82875061035156
212,3.533333333333333,-1.2000000000013529,210.61666870117188,179.24119567871094,108.80083847045898
213,3.55,-1.2000000000013529,210.54527282714844,179.0725555419922,108.50582885742188
214,3.5666666666666664,-1.3000000000013472,210.63104248046875,179.04136657714844,108.70244598388672
215,3.5833333333333335,-1.3000000000013472,210.63433837890625,178.98329162597656,108.6866569519043
216,3.6,-1.3000000000013472,210.92271423339844,178.90284729003906,108.75992965698242
217,3.6166666666666667,-1.2000000000013529,210.54129028320312,178.41514587402344,108.51179122924805
218,3.6333333333333333,-1.3000000000013472,210.9912109375,178.72349548339844,108.56982421875
219,3.65,-1.4000000000013415,211.17703247070312,179.05828857421875,108.75989532470703
220,3.6666666666666665,-1.3000000000013472,211.09913635253906,178.9436492919922,108.48688888549805
221,3.683333333333333,-1.4000000000013415,211.20779418945312,179.27528381347656,108.66450500488281
222,3.6999999999999997,-1.2000000000013529,211.2278594970703,178.71725463867188,108.47392272949219
223,3.716666666666667,-1.4000000000013415,211.63238525390625,179.07513427734375,108.80181884765625
224,3.7333333333333334,-1.4000000000013415,211.24789428710938,179.08004760742188,108.52683639526367
225,3.75,-1.4000000000013415,211.08580017089844,179.109619140625,108.44164657592773
226,3.7666666666666666,-1.3000000000013472,210.91900634765625,178.65274047851562,108.2271957397461
227,3.783333333333333,-1.5000000000013358,211.1254425048828,179.11402893066406,108.52762985229492
228,3.8,-1.4000000000013415,210.88356018066406,178.84774780273438,108.3408088684082
229,3.8166666666666664,-1.3000000000013472,210.91021728515625,178.62832641601562,108.3818130493164
230,3.8333333333333335,-1.3000000000013472,210.8052978515625,178.7102508544922,108.18882751464844
231,3.85,-1.5000000000013358,211.52566528320312,179.13009643554688,108.58614349365234
232,3.8666666666666667,-1.4000000000013415,211.13104248046875,178.75164794921875,108.18239212036133
233,3.8833333333333333,-1.2000000000013529,211.3419952392578,178.5731201171875,108.18672180175781
234,3.9,-1.5000000000013358,211.76126098632812,178.98057556152344,108.54336166381836
235,3.9166666666666665,-1.3000000000013472,211.52850341796875,178.69578552246094,108.21133041381836
236,3.933333333333333,-1.3000000000013472,212.181640625,178.91751098632812,108.4928970336914
237,3.9499999999999997,-1.2000000000013529,211.8179931640625,178.6610565185547,108.10393142700195
238,3.966666666666667,-1.4000000000013415,211.8196563720703,178.7263946533203,108.19002151489258
239,3.9833333333333334,-1.4000000000013415,212.11500549316406,178.84523010253906,108.29647445678711
240,4.0,-1.2000000000013529,211.91574096679688,178.331298828125,108.11141967773438
241,4.016666666666667,-1.3000000000013472,211.77694702148438,178.54742431640625,108.06603240966797
242,4.033333333333333,-1.4000000000013415,212.11354064941406,178.60989379882812,108.11746978759766
243,4.05,-1.5000000000013358,212.2954559326172,178.67689514160156,108.25514221191406
244,4.066666666666666,-1.4000000000013415,212.12088012695312,178.29112243652344,108.07912826538086
245,4.083333333333333,-1.5000000000013358,212.6182861328125,178.58328247070312,108.43921661376953
246,4.1,-1.5000000000013358,212.55035400390625,178.64227294921875,108.20449829101562
247,4.116666666666666,-1.4000000000013415,212.66168212890625,178.78060913085938,108.31429290771484
248,4.133333333333333,-1.3000000000013472,212.6217498779297,178.63897705078125,108.05525970458984
249,4.15,-1.5000000000013358,212.94314575195312,179.5935821533203,108.31653594970703
250,4.166666666666667,-1.4000000000013415,213.11346435546875,179.58837890625,108.19346237182617
251,4.183333333333334,-1.6000000000013301,213.14828491210938,180.14718627929688,108.27322006225586
252,4.2,-1.6000000000013301,213.5390625,180.5245819091797,108.60129928588867
253,4.216666666666667,-1.4000000000013415,213.0962371826172,180.4679412841797,108.23162078857422
254,4.233333333333333,-1.3000000000013472,213.06788635253906,180.22665405273438,108.08742141723633
255,4.25,-1.4000000000013415,213.41018676757812,180.44393920898438,108.21464920043945
256,4.266666666666667,-1.5000000000013358,213.5951690673828,180.70785522460938,108.60281372070312
257,4.283333333333333,-1.3000000000013472,213.4056396484375,180.2034912109375,108.23184204101562
258,4.3,-1.3000000000013472,213.47457885742188,180.065673828125,108.23717880249023
259,4.316666666666666,-1.4000000000013415,213.77365112304688,180.36744689941406,108.44366073608398
260,4.333333333333333,-1.3000000000013472,213.6533966064453,180.20156860351562,108.32762908935547
261,4.35,-1.3000000000013472,214.0557861328125,180.4524383544922,108.43972778320312
262,4.366666666666666,-1.2000000000013529,214.2307891845703,180.45098876953125,108.41862487792969
263,4.383333333333333,-1.4000000000013415,214.20655822753906,180.86422729492188,108.54565811157227
264,4.4,-1.4000000000013415,214.43406677246094,180.86111450195312,108.69739532470703
265,4.416666666666667,-1.4000000000013415,214.36497497558594,180.759033203125,108.49879837036133
266,4.433333333333334,-1.6000000000013301,214.6143798828125,181.0831756591797,108.89825820922852
267,4.45,-1.4000000000013415,214.45802307128906,180.7322235107422,108.76714324951172
268,4.466666666666667,-1.3000000000013472,214.21878051757812,180.41017150878906,108.58606719970703
269,4.483333333333333,-1.4000000000013415,214.5625457763672,180.75755310058594,108.85829162597656
270,4.5,-1.5000000000013358,214.6691436767578,180.99075317382812,109.04464721679688
271,4.516666666666667,-1.6000000000013301,214.90817260742188,181.2539825439453,109.01603317260742
272,4.533333333333333,-1.4000000000013415,215.36585998535156,181.32545471191406,109.22731399536133
273,4.55,-1.4000000000013415,215.1857452392578,181.36788940429688,109.03494644165039
274,4.566666666666666,-1.6000000000013301,215.57498168945312,181.9581298828125,109.2313117980957
275,4.583333333333333,-1.5000000000013358,215.5267333984375,181.896484375,109.18441772460938
276,4.6,-1.5000000000013358,215.31898498535156,181.8683624267578,109.06331253051758
277,4.616666666666666,-1.3000000000013472,215.62681579589844,181.59002685546875,109.0530014038086
278,4.633333333333333,-1.4000000000013415,215.84652709960938,181.82302856445312,109.33783340454102
279,4.65,-1.6000000000013301,215.7690887451172,182.38168334960938,109.26080322265625
280,4.666666666666667,-1.4000000000013415,215.950439453125,182.09130859375,109.24980163574219
281,4.683333333333334,-1.5000000000013358,215.8011474609375,182.2197723388672,109.21127700805664
282,4.7,-1.3000000000013472,215.68067932128906,182.0167236328125,109.03325271606445
283,4.716666666666667,-1.6000000000013301,216.03196716308594,182.64341735839844,109.3230094909668
284,4.733333333333333,-1.4000000000013415,215.953125,182.3375244140625,109.19026947021484
285,4.75,-1.4000000000013415,216.0524139404297,182.3843994140625,109.20669174194336
286,4.766666666666667,-1.5000000000013358,216.51901245117188,182.5924530029297,109.48644256591797
287,4.783333333333333,-1.5000000000013358,216.59811401367188,182.681884765625,109.4695930480957
288,4.8,-1.5000000000013358,216.73214721679688,182.85260009765625,109.38717651367188
289,4.816666666666666,-1.4000000000013415,216.90960693359375,182.9619140625,109.4223518371582
290,4.833333333333333,-1.5000000000013358,216.91131591796875,182.8897705078125,109.51680755615234
291,4.85,-1.7000000000013245,216.99639892578125,183.20114135742188,109.44454193115234
292,4.866666666666666,-1.5000000000013358,217.2490997314453,183.29718017578125,109.47652053833008
293,4.883333333333333,-1.5000000000013358,217.40591430664062,183.1245880126953,109.51120376586914
294,4.9,-1.3000000000013472,217.0696563720703,182.72044372558594,109.26121139526367
295,4.916666666666667,-1.3000000000013472,217.47801208496094,182.96725463867188,109.59820556640625
296,4.933333333333334,-1.6000000000013301,217.41131591796875,183.49600219726562,109.64689254760742
297,4.95,-1.4000000000013415,217.40866088867188,183.19534301757812,109.42993927001953
298,4.966666666666667,-1.3000000000013472,216.94650268554688,183.22964477539062,109.58142852783203
299,4.983333333333333,-0.7000000000013813,210.94027709960938,183.89454650878906,109.36125183105469
300,5.0,-0.60000000000138698,213.02264404296875,184.8276824951172,109.89323043823242
301,5.016666666666667,-0.7000000000013813,212.25450134277344,184.52769470214844,109.59787368774414
302,5.033333333333333,-0.60000000000138698,212.15460205078125,184.3213348388672,109.4623794555664
303,5.05,-0.7000000000013813,212.22023010253906,184.2038116455078,109.51692962646484
304,5.066666666666666,-0.7000000000013813,212.27191162109375,184.39035034179688,109.55900955200195
305,5.083333333333333,-0.80000000000137561,212.07107543945312,184.6356201171875,109.57304382324219
306,5.1,-0.7000000000013813,212.68385314941406,184.58560180664062,109.6646842956543
307,5.116666666666666,-0.7000000000013813,212.18923950195312,184.5452880859375,109.29328155517578
308,5.133333333333333,-0.80000000000137561,212.59039306640625,184.8257598876953,109.532470703125
309,5.15,-0.60000000000138698,212.63755798339844,184.64471435546875,109.40371704101562
310,5.166666666666667,-0.90000000000136993,213.06130981445312,185.4905242919922,109.56752395629883
311,5.183333333333334,-0.7000000000013813,212.99447631835938,185.1388702392578,109.31713485717773
312,5.2,-0.80000000000137561,213.28382873535156,185.58926391601562,109.51676177978516
313,5.216666666666667,-0.80000000000137561,213.544189453125,185.56564331054688,109.46852111816406
314,5.233333333333333,-0.7000000000013813,213.21914672851562,185.29278564453125,109.06283950805664
315,5.25,-0.80000000000137561,213.52816772460938,185.62501525878906,109.30251693725586
316,5.266666666666667,-1.0000000000013642,213.70156860351562,185.8544464111328,109.47656631469727
317,5.283333333333333,-0.80000000000137561,213.5074462890625,185.5325469970703,109.28804779052734
318,5.3,-0.80000000000137561,213.84442138671875,185.52960205078125,109.61959838867188
319,5.316666666666666,-0.7000000000013813,213.5281219482422,185.1084747314453,109.15157699584961
320,5.333333333333333,-0.90000000000136993,213.90029907226562,185.48179626464844,109.52399063110352
321,5.35,-0.80000000000137561,213.76324462890625,185.2315673828125,109.2248420715332
