METADATA
VIDEO_FPS,60
TORSION RESULTS
Frame Index,Frame Time,Torsion [deg]
163,2.716666666666667,-1.2000000000013529
164,2.7333333333333334,-1.1000000000013586
165,2.75,-1.0000000000013642
166,2.7666666666666666,-1.3000000000013472
167,2.783333333333333,-1.1000000000013586
168,2.8,-1.0000000000013642
169,2.8166666666666664,-1.0000000000013642
170,2.8333333333333335,-1.0000000000013642
171,2.85,-1.1000000000013586
172,2.8666666666666667,-1.1000000000013586
173,2.8833333333333333,-1.1000000000013586
174,2.9,-1.1000000000013586
175,2.9166666666666665,-1.2000000000013529
176,2.933333333333333,-1.3000000000013472
177,2.95,-1.2000000000013529
178,2.966666666666667,-1.1000000000013586
179,2.9833333333333334,-0.80000000000137561
180,3.0,-0.60000000000138698
181,3.0166666666666666,-0.50000000000139266
182,3.033333333333333,-0.7000000000013813
183,3.05,-0.60000000000138698
184,3.0666666666666664,-0.60000000000138698
185,3.0833333333333335,-0.90000000000136993
186,3.1,-0.90000000000136993
187,3.1166666666666667,-0.80000000000137561
188,3.1333333333333333,-0.80000000000137561
189,3.15,-0.80000000000137561
190,3.1666666666666665,-0.90000000000136993
191,3.183333333333333,-0.90000000000136993
192,3.2,-1.0000000000013642
193,3.216666666666667,-1.0000000000013642
194,3.2333333333333334,-1.0000000000013642
195,3.25,-1.0000000000013642
196,3.2666666666666666,-1.1000000000013586
197,3.283333333333333,-1.1000000000013586
198,3.3,-1.1000000000013586
199,3.3166666666666664,-1.0000000000013642
200,3.3333333333333335,-1.1000000000013586
201,3.35,-1.1000000000013586
202,3.3666666666666667,-1.2000000000013529
203,3.3833333333333333,-1.2000000000013529
204,3.4,-1.2000000000013529
205,3.4166666666666665,-1.1000000000013586
206,3.433333333333333,-1.1000000000013586
207,3.4499999999999997,-1.1000000000013586
208,3.466666666666667,-1.2000000000013529
209,3.4833333333333334,-1.3000000000013472
210,3.5,-1.2000000000013529
211,3.5166666666666666,-1.2000000000013529
212,3.533333333333333,-1.2000000000013529
213,3.55,-1.2000000000013529
214,3.5666666666666664,-1.3000000000013472
215,3.5833333333333335,-1.3000000000013472
216,3.6,-1.3000000000013472
217,3.6166666666666667,-1.2000000000013529
218,3.6333333333333333,-1.3000000000013472
219,3.65,-1.4000000000013415
220,3.6666666666666665,-1.3000000000013472
221,3.683333333333333,-1.4000000000013415
222,3.6999999999999997,-1.2000000000013529
223,3.716666666666667,-1.4000000000013415
224,3.7333333333333334,-1.4000000000013415
225,3.75,-1.4000000000013415
226,3.7666666666666666,-1.3000000000013472
227,3.783333333333333,-1.5000000000013358
228,3.8,-1.4000000000013415
229,3.8166666666666664,-1.3000000000013472
230,3.8333333333333335,-1.3000000000013472
231,3.85,-1.5000000000013358
232,3.8666666666666667,-1.4000000000013415
233,3.8833333333333333,-1.2000000000013529
234,3.9,-1.5000000000013358
235,3.9166666666666665,-1.3000000000013472
236,3.933333333333333,-1.3000000000013472
237,3.9499999999999997,-1.2000000000013529
238,3.966666666666667,-1.4000000000013415
239,3.9833333333333334,-1.4000000000013415
240,4.0,-1.2000000000013529
241,4.016666666666667,-1.3000000000013472
242,4.033333333333333,-1.4000000000013415
243,4.05,-1.5000000000013358
244,4.066666666666666,-1.4000000000013415
245,4.083333333333333,-1.5000000000013358
246,4.1,-1.5000000000013358
247,4.116666666666666,-1.4000000000013415
248,4.133333333333333,-1.3000000000013472
249,4.15,-1.5000000000013358
250,4.166666666666667,-1.4000000000013415
251,4.183333333333334,-1.6000000000013301
252,4.2,-1.6000000000013301
253,4.216666666666667,-1.4000000000013415
254,4.233333333333333,-1.3000000000013472
255,4.25,-1.4000000000013415
256,4.266666666666667,-1.5000000000013358
257,4.283333333333333,-1.3000000000013472
258,4.3,-1.3000000000013472
259,4.316666666666666,-1.4000000000013415
260,4.333333333333333,-1.3000000000013472
261,4.35,-1.3000000000013472
262,4.366666666666666,-1.2000000000013529
263,4.383333333333333,-1.4000000000013415
264,4.4,-1.4000000000013415
265,4.416666666666667,-1.4000000000013415
266,4.433333333333334,-1.6000000000013301
267,4.45,-1.4000000000013415
268,4.466666666666667,-1.3000000000013472
269,4.483333333333333,-1.4000000000013415
270,4.5,-1.5000000000013358
271,4.516666666666667,-1.6000000000013301
272,4.533333333333333,-1.4000000000013415
273,4.55,-1.4000000000013415
274,4.566666666666666,-1.6000000000013301
275,4.583333333333333,-1.5000000000013358
276,4.6,-1.5000000000013358
277,4.616666666666666,-1.3000000000013472
278,4.633333333333333,-1.4000000000013415
279,4.65,-1.6000000000013301
280,4.666666666666667,-1.4000000000013415
281,4.683333333333334,-1.5000000000013358
282,4.7,-1.3000000000013472
283,4.716666666666667,-1.6000000000013301
284,4.733333333333333,-1.4000000000013415
285,4.75,-1.4000000000013415
286,4.766666666666667,-1.5000000000013358
287,4.783333333333333,-1.5000000000013358
288,4.8,-1.5000000000013358
289,4.816666666666666,-1.4000000000013415
290,4.833333333333333,-1.5000000000013358
291,4.85,-1.7000000000013245
292,4.866666666666666,-1.5000000000013358
293,4.883333333333333,-1.5000000000013358
294,4.9,-1.3000000000013472
295,4.916666666666667,-1.3000000000013472
296,4.933333333333334,-1.6000000000013301
297,4.95,-1.4000000000013415
298,4.966666666666667,-1.3000000000013472
299,4.983333333333333,-0.7000000000013813
300,5.0,-0.60000000000138698
301,5.016666666666667,-0.7000000000013813
302,5.033333333333333,-0.60000000000138698
303,5.05,-0.7000000000013813
304,5.066666666666666,-0.7000000000013813
305,5.083333333333333,-0.80000000000137561
306,5.1,-0.7000000000013813
307,5.116666666666666,-0.7000000000013813
308,5.133333333333333,-0.80000000000137561
309,5.15,-0.60000000000138698
310,5.166666666666667,-0.90000000000136993
311,5.183333333333334,-0.7000000000013813
312,5.2,-0.80000000000137561
313,5.216666666666667,-0.80000000000137561
314,5.233333333333333,-0.7000000000013813
315,5.25,-0.80000000000137561
316,5.266666666666667,-1.0000000000013642
317,5.283333333333333,-0.80000000000137561
318,5.3,-0.80000000000137561
319,5.316666666666666,-0.7000000000013813
320,5.333333333333333,-0.90000000000136993
321,5.35,-0.80000000000137561
322,5.366666666666666,-0.90000000000136993
323,5.383333333333333,-0.7000000000013813
324,5.4,-1.0000000000013642
325,5.416666666666667,-0.80000000000137561
326,5.433333333333334,-0.90000000000136993
327,5.45,-0.80000000000137561
328,5.466666666666667,-0.90000000000136993
329,5.483333333333333,-0.90000000000136993
330,5.5,-1.0000000000013642
331,5.516666666666667,-1.0000000000013642
332,5.533333333333333,-1.0000000000013642
333,5.55,-1.1000000000013586
334,5.566666666666666,-1.1000000000013586
335,5.583333333333333,-1.1000000000013586
336,5.6,-1.0000000000013642
337,5.616666666666666,-1.0000000000013642
338,5.633333333333333,-1.1000000000013586
339,5.65,-1.0000000000013642
340,5.666666666666667,-1.0000000000013642
341,5.683333333333334,-0.90000000000136993
342,5.7,-0.90000000000136993
343,5.716666666666667,-1.1000000000013586
344,5.733333333333333,-1.0000000000013642
345,5.75,-1.1000000000013586
346,5.766666666666667,-1.2000000000013529
347,5.783333333333333,-0.90000000000136993
348,5.8,-0.90000000000136993
349,5.816666666666666,-0.90000000000136993
350,5.833333333333333,-0.90000000000136993
351,5.85,-0.80000000000137561
352,5.866666666666666,-0.80000000000137561
353,5.883333333333333,-0.80000000000137561
354,5.9,-0.80000000000137561
355,5.916666666666667,-0.7000000000013813
356,5.933333333333334,-0.7000000000013813
357,5.95,-0.80000000000137561
358,5.966666666666667,-0.7000000000013813
359,5.983333333333333,-0.7000000000013813
360,6.0,-1.0000000000013642
361,6.016666666666667,-0.80000000000137561
362,6.033333333333333,-0.80000000000137561
363,6.05,-0.60000000000138698
364,6.066666666666666,-0.7000000000013813
365,6.083333333333333,-0.80000000000137561
366,6.1,-0.7000000000013813
367,6.116666666666666,-0.7000000000013813
368,6.133333333333333,-0.7000000000013813
369,6.15,-0.80000000000137561
370,6.166666666666667,-0.60000000000138698
371,6.183333333333334,-0.80000000000137561
372,6.2,-0.80000000000137561
373,6.216666666666667,-0.90000000000136993
374,6.233333333333333,-0.80000000000137561
375,6.25,-0.7000000000013813
376,6.266666666666667,-0.80000000000137561
377,6.283333333333333,-0.60000000000138698
378,6.3,-0.7000000000013813
379,6.316666666666666,-0.60000000000138698
380,6.333333333333333,-0.80000000000137561
381,6.35,-0.7000000000013813
382,6.366666666666666,-0.60000000000138698
383,6.383333333333333,-0.60000000000138698
384,6.4,-0.60000000000138698
385,6.416666666666667,-0.7000000000013813
386,6.433333333333334,-0.7000000000013813
387,6.45,-0.60000000000138698
388,6.466666666666667,-0.7000000000013813
389,6.483333333333333,-0.7000000000013813
390,6.5,-0.7000000000013813
391,6.516666666666667,-0.80000000000137561
392,6.533333333333333,-0.60000000000138698
393,6.55,-0.90000000000136993
394,6.566666666666666,-0.60000000000138698
395,6.583333333333333,-0.80000000000137561
396,6.6,-0.50000000000139266
397,6.616666666666666,-0.7000000000013813
398,6.633333333333333,-0.80000000000137561
399,6.6499999999999995,-0.90000000000136993
400,6.666666666666667,-0.90000000000136993
401,6.683333333333334,-0.60000000000138698
402,6.7,-0.60000000000138698
403,6.716666666666667,-0.1000000000014154
404,6.733333333333333,-1.4210854715202004e-12
405,6.75,-0.1000000000014154
406,6.766666666666667,-1.4210854715202004e-12
407,6.783333333333333,-1.4210854715202004e-12
408,6.8,-1.4210854715202004e-12
409,6.816666666666666,-1.4210854715202004e-12
410,6.833333333333333,-1.4210854715202004e-12
411,6.85,-0.1000000000014154
412,6.866666666666666,-0.20000000000140972
413,6.883333333333333,-0.1000000000014154
414,6.8999999999999995,-0.1000000000014154
415,6.916666666666667,-0.1000000000014154
416,6.933333333333334,-0.1000000000014154
417,6.95,-0.30000000000140403
418,6.966666666666667,-0.1000000000014154
419,6.983333333333333,-0.20000000000140972
420,7.0,-0.1000000000014154
421,7.016666666666667,-0.1000000000014154
422,7.033333333333333,-0.1000000000014154
423,7.05,-0.1000000000014154
424,7.066666666666666,-0.40000000000139835
425,7.083333333333333,-0.20000000000140972
426,7.1,-0.20000000000140972
427,7.116666666666666,-0.40000000000139835
428,7.133333333333333,-0.20000000000140972
429,7.1499999999999995,-0.30000000000140403
430,7.166666666666667,-0.20000000000140972
431,7.183333333333334,-0.40000000000139835
432,7.2,-0.20000000000140972
433,7.216666666666667,-0.30000000000140403
434,7.233333333333333,-0.30000000000140403
435,7.25,-0.30000000000140403
436,7.266666666666667,-0.30000000000140403
437,7.283333333333333,-0.30000000000140403
438,7.3,-0.50000000000139266
439,7.316666666666666,-0.30000000000140403
440,7.333333333333333,-0.30000000000140403
441,7.35,-0.50000000000139266
442,7.366666666666666,-0.50000000000139266
443,7.383333333333333,-0.50000000000139266
444,7.3999999999999995,-0.30000000000140403
445,7.416666666666667,-0.20000000000140972
446,7.433333333333334,0.09999999999857323
447,7.45,0.69999999999853912
448,7.466666666666667,0.49999999999855049
449,7.483333333333333,0.69999999999853912
450,7.5,0.79999999999853344
451,7.516666666666667,0.79999999999853344
452,7.533333333333333,0.69999999999853912
453,7.55,0.79999999999853344
454,7.566666666666666,0.89999999999852776
455,7.583333333333333,0.89999999999852776
456,7.6,0.89999999999852776
457,7.616666666666666,0.89999999999852776
458,7.633333333333333,0.79999999999853344
459,7.6499999999999995,0.89999999999852776
460,7.666666666666667,0.89999999999852776
461,7.683333333333334,0.89999999999852776
462,7.7,0.79999999999853344
463,7.716666666666667,0.69999999999853912
464,7.733333333333333,0.99999999999852207
465,7.75,0.89999999999852776
466,7.766666666666667,0.89999999999852776
467,7.783333333333333,0.79999999999853344
468,7.8,0.89999999999852776
469,7.816666666666666,0.79999999999853344
470,7.833333333333333,0.69999999999853912
471,7.85,0.69999999999853912
472,7.866666666666666,0.69999999999853912
473,7.883333333333333,0.69999999999853912
474,7.8999999999999995,0.79999999999853344
475,7.916666666666667,0.79999999999853344
476,7.933333333333334,0.69999999999853912
477,7.95,0.69999999999853912
478,7.966666666666667,0.49999999999855049
479,7.983333333333333,0.39999999999855618
480,8.0,0.59999999999854481
481,8.016666666666666,0.69999999999853912
482,8.033333333333333,0.59999999999854481
483,8.05,0.69999999999853912
484,8.066666666666666,0.59999999999854481
485,8.083333333333334,0.49999999999855049
486,8.1,0.49999999999855049
487,8.116666666666667,0.79999999999853344
488,8.133333333333333,0.59999999999854481
489,8.15,0.69999999999853912
490,8.166666666666666,0.59999999999854481
491,8.183333333333334,0.59999999999854481
492,8.2,0.39999999999855618
493,8.216666666666667,0.59999999999854481
494,8.233333333333333,0.29999999999856186
495,8.25,0.49999999999855049
496,8.266666666666666,0.39999999999855618
497,8.283333333333333,0.39999999999855618
498,8.3,0.59999999999854481
499,8.316666666666666,0.49999999999855049
500,8.333333333333334,0.49999999999855049
501,8.35,0.59999999999854481
502,8.366666666666667,0.19999999999856755
503,8.383333333333333,0.39999999999855618
504,8.4,0.19999999999856755
505,8.416666666666666,0.49999999999855049
506,8.433333333333334,0.29999999999856186
507,8.45,0.29999999999856186
508,8.466666666666667,0.29999999999856186
509,8.483333333333333,0.39999999999855618
510,8.5,0.29999999999856186
511,8.516666666666666,0.19999999999856755
512,8.533333333333333,0.39999999999855618
513,8.55,0.29999999999856186
514,8.566666666666666,0.29999999999856186
515,8.583333333333334,0.39999999999855618
516,8.6,0.29999999999856186
517,8.616666666666667,0.39999999999855618
518,8.633333333333333,0.29999999999856186
519,8.65,0.19999999999856755
520,8.666666666666666,0.29999999999856186
521,8.683333333333334,0.19999999999856755
522,8.7,0.69999999999853912
523,8.716666666666667,0.89999999999852776
524,8.733333333333333,1.0999999999985164
525,8.75,0.99999999999852207
526,8.766666666666666,1.0999999999985164
527,8.783333333333333,0.89999999999852776
528,8.8,0.99999999999852207
529,8.816666666666666,0.89999999999852776
530,8.833333333333334,0.79999999999853344
531,8.85,0.89999999999852776
532,8.866666666666667,0.79999999999853344
533,8.883333333333333,0.89999999999852776
534,8.9,0.79999999999853344
535,8.916666666666666,0.69999999999853912
536,8.933333333333334,0.79999999999853344
537,8.95,0.69999999999853912
538,8.966666666666667,0.79999999999853344
539,8.983333333333333,0.69999999999853912
540,9.0,0.69999999999853912
541,9.016666666666666,0.59999999999854481
542,9.033333333333333,0.49999999999855049
543,9.05,0.49999999999855049
544,9.066666666666666,0.49999999999855049
545,9.083333333333334,0.69999999999853912
546,9.1,0.49999999999855049
547,9.116666666666667,0.49999999999855049
548,9.133333333333333,0.59999999999854481
549,9.15,0.59999999999854481
550,9.166666666666666,0.59999999999854481
551,9.183333333333334,0.99999999999852207
552,9.2,1.0999999999985164
553,9.216666666666667,1.0999999999985164
554,9.233333333333333,1.0999999999985164
555,9.25,1.0999999999985164
556,9.266666666666666,0.99999999999852207
557,9.283333333333333,1.0999999999985164
558,9.3,0.99999999999852207
559,9.316666666666666,0.89999999999852776
560,9.333333333333334,0.99999999999852207
561,9.35,0.79999999999853344
562,9.366666666666667,1.0999999999985164
563,9.383333333333333,0.79999999999853344
564,9.4,0.89999999999852776
565,9.416666666666666,0.79999999999853344
566,9.433333333333334,0.79999999999853344
567,9.45,0.79999999999853344
568,9.466666666666667,0.69999999999853912
569,9.483333333333333,0.79999999999853344
570,9.5,0.79999999999853344
571,9.516666666666666,0.69999999999853912
572,9.533333333333333,0.49999999999855049
573,9.55,0.69999999999853912
574,9.566666666666666,0.69999999999853912
575,9.583333333333334,0.49999999999855049
576,9.6,0.59999999999854481
577,9.616666666666667,0.69999999999853912
578,9.633333333333333,0.59999999999854481
579,9.65,0.59999999999854481
580,9.666666666666666,0.59999999999854481
581,9.683333333333334,0.69999999999853912
582,9.7,0.69999999999853912
583,9.716666666666667,0.49999999999855049
584,9.733333333333333,0.39999999999855618
585,9.75,0.59999999999854481
586,9.766666666666666,0.29999999999856186
587,9.783333333333333,0.49999999999855049
588,9.8,0.49999999999855049
589,9.816666666666666,0.49999999999855049
590,9.833333333333334,0.39999999999855618
591,9.85,0.39999999999855618
592,9.866666666666667,0.29999999999856186
593,9.883333333333333,0.49999999999855049
594,9.9,0.49999999999855049
595,9.916666666666666,0.39999999999855618
596,9.933333333333334,0.19999999999856755
597,9.95,0.29999999999856186
598,9.966666666666667,0.29999999999856186
599,9.983333333333333,0.59999999999854481
600,10.0,0.49999999999855049
601,10.016666666666666,0.49999999999855049
602,10.033333333333333,0.49999999999855049
603,10.05,0.39999999999855618
604,10.066666666666666,0.39999999999855618
605,10.083333333333334,0.19999999999856755
606,10.1,0.29999999999856186
607,10.116666666666667,0.49999999999855049
608,10.133333333333333,0.29999999999856186
609,10.15,0.39999999999855618
610,10.166666666666666,0.29999999999856186
611,10.183333333333334,0.29999999999856186
612,10.2,0.29999999999856186
613,10.216666666666667,0.19999999999856755
614,10.233333333333333,0.39999999999855618
615,10.25,0.29999999999856186
616,10.266666666666666,0.29999999999856186
617,10.283333333333333,0.29999999999856186
618,10.3,0.39999999999855618
619,10.316666666666666,0.19999999999856755
620,10.333333333333334,0.19999999999856755
621,10.35,0.29999999999856186
622,10.366666666666667,0.39999999999855618
623,10.383333333333333,0.49999999999855049
624,10.4,0.59999999999854481
625,10.416666666666666,1.0999999999985164
626,10.433333333333334,0.99999999999852207
627,10.45,0.89999999999852776
628,10.466666666666667,0.89999999999852776
629,10.483333333333333,0.89999999999852776
630,10.5,0.79999999999853344
631,10.516666666666666,0.89999999999852776
632,10.533333333333333,0.79999999999853344
633,10.55,0.69999999999853912
634,10.566666666666666,0.79999999999853344
635,10.583333333333334,0.79999999999853344
636,10.6,0.69999999999853912
637,10.616666666666667,0.69999999999853912
638,10.633333333333333,0.49999999999855049
639,10.65,0.79999999999853344
640,10.666666666666666,0.69999999999853912
641,10.683333333333334,0.79999999999853344
642,10.7,0.49999999999855049
643,10.716666666666667,0.39999999999855618
644,10.733333333333333,0.59999999999854481
645,10.75,0.49999999999855049
646,10.766666666666666,0.69999999999853912
647,10.783333333333333,0.59999999999854481
648,10.8,0.29999999999856186
649,10.816666666666666,0.69999999999853912
650,10.833333333333334,0.49999999999855049
651,10.85,0.39999999999855618
652,10.866666666666667,0.69999999999853912
653,10.883333333333333,0.99999999999852207
654,10.9,0.99999999999852207
655,10.916666666666666,0.79999999999853344
656,10.933333333333334,0.69999999999853912
657,10.95,0.89999999999852776
658,10.966666666666667,0.79999999999853344
659,10.983333333333333,0.79999999999853344
660,11.0,0.79999999999853344
661,11.016666666666666,0.89999999999852776
662,11.033333333333333,0.69999999999853912
663,11.05,0.79999999999853344
664,11.066666666666666,0.79999999999853344
665,11.083333333333334,0.79999999999853344
666,11.1,0.79999999999853344
667,11.116666666666667,0.69999999999853912
668,11.133333333333333,0.59999999999854481
669,11.15,0.69999999999853912
670,11.166666666666666,0.79999999999853344
671,11.183333333333334,0.69999999999853912
672,11.2,0.49999999999855049
673,11.216666666666667,0.59999999999854481
674,11.233333333333333,0.59999999999854481
675,11.25,0.59999999999854481
676,11.266666666666666,0.59999999999854481
677,11.283333333333333,0.59999999999854481
678,11.3,0.59999999999854481
679,11.316666666666666,0.69999999999853912
680,11.333333333333334,0.49999999999855049
681,11.35,0.59999999999854481
682,11.366666666666667,0.59999999999854481
683,11.383333333333333,0.69999999999853912
684,11.4,0.79999999999853344
685,11.416666666666666,0.79999999999853344
686,11.433333333333334,0.59999999999854481
687,11.45,0.79999999999853344
688,11.466666666666667,0.79999999999853344
689,11.483333333333333,0.79999999999853344
690,11.5,0.89999999999852776
691,11.516666666666666,0.79999999999853344
692,11.533333333333333,0.69999999999853912
693,11.55,0.89999999999852776
694,11.566666666666666,0.69999999999853912
695,11.583333333333334,0.79999999999853344
696,11.6,0.69999999999853912
697,11.616666666666667,0.79999999999853344
698,11.633333333333333,0.89999999999852776
699,11.65,0.89999999999852776
700,11.666666666666666,0.89999999999852776
701,11.683333333333334,0.99999999999852207
702,11.7,0.99999999999852207
703,11.716666666666667,0.89999999999852776
704,11.733333333333333,1.0999999999985164
705,11.75,0.99999999999852207
706,11.766666666666666,0.89999999999852776
707,11.783333333333333,0.99999999999852207
708,11.8,0.99999999999852207
709,11.816666666666666,0.99999999999852207
710,11.833333333333334,0.89999999999852776
711,11.85,0.89999999999852776
712,11.866666666666667,0.99999999999852207
713,11.883333333333333,0.99999999999852207
714,11.9,0.99999999999852207
715,11.916666666666666,0.89999999999852776
716,11.933333333333334,0.99999999999852207
717,11.95,0.89999999999852776
718,11.966666666666667,0.99999999999852207
719,11.983333333333333,0.99999999999852207
720,12.0,0.99999999999852207
721,12.016666666666666,1.0999999999985164
722,12.033333333333333,0.99999999999852207
723,12.05,1.0999999999985164
724,12.066666666666666,0.99999999999852207
725,12.083333333333334,0.89999999999852776
726,12.1,0.99999999999852207
727,12.116666666666667,0.89999999999852776
728,12.133333333333333,1.0999999999985164
729,12.15,0.99999999999852207
730,12.166666666666666,1.1999999999985107
731,12.183333333333334,0.99999999999852207
732,12.2,1.0999999999985164
733,12.216666666666667,1.0999999999985164
734,12.233333333333333,1.1999999999985107
735,12.25,1.0999999999985164
736,12.266666666666666,1.1999999999985107
737,12.283333333333333,1.0999999999985164
738,12.3,1.0999999999985164
739,12.316666666666666,1.1999999999985107
740,12.333333333333334,0.99999999999852207
741,12.35,0.99999999999852207
742,12.366666666666667,0.99999999999852207
743,12.383333333333333,1.0999999999985164
744,12.4,0.99999999999852207
745,12.416666666666666,1.0999999999985164
746,12.433333333333334,1.0999999999985164
